Orientation,Parent,Fluor,PWM,P-value,ROI,N_without,N_with,Fluor_without,Fluor_with,Q-value,status,gain-loss,fluorescence_change
top,rand_2,RFP,CytR,0.0004100038826189,"[33, 56]",910,126,1.4779807692307692,1.958227203260316,0.0008361496503802763,True,gain,0.4802464340295469
top,rand_2,RFP,Dan,0.0026886780505878,"[42, 53]",196,840,1.75,1.454330392943063,0.003176859557948176,True,loss,0.2956696070569369
top,rand_2,RFP,Lrp,0.001037834357466,"[1, 14]",174,862,1.273333333333333,1.6,0.0016470533001451838,True,loss,-0.3266666666666671
bottom,rand_2,GFP,ArgP,0.0018044957606803,"[108, 127]",192,844,1.0,1.0,0.0024215772125191592,True,loss,0.0
top,rand_3,GFP,CsgD,0.0011380569158163,"[23, 37]",173,1425,1.0091185410334345,1.0445544554455444,0.0017472243105893404,True,loss,-0.0354359144121099
top,rand_3,GFP,Fis,0.0002058719152529,"[126, 143]",1557,41,1.0422535211267605,1.0,0.0004909836652900654,True,gain,-0.0422535211267605
top,rand_3,GFP,GadX,1.0678056714848108e-05,"[22, 44]",334,1264,1.008612310125539,1.0552514358777962,4.511609607089168e-05,True,loss,-0.0466391257522569
top,rand_3,GFP,GadX,0.0007378335457862,"[85, 107]",242,1356,1.0153268954717474,1.050233644859813,0.0012839137353424937,True,loss,-0.0349067493880657
top,rand_3,GFP,MraZ,0.0013410832029129,"[20, 28]",1517,81,1.0422535211267605,1.0,0.0019579512376236815,True,gain,-0.0422535211267605
top,rand_3,GFP,OxyR,3.0308350156995495e-07,"[19, 39]",301,1297,1.009493670886076,1.0562180579216354,2.0821916951357648e-06,True,loss,-0.0467243870355593
top,rand_3,GFP,SoxS,0.0010809432066946,"[65, 87]",209,1389,1.013452914798206,1.0477707006369423,0.0016892747393854022,True,loss,-0.0343177858387362
bottom,rand_3,RFP,AcrR,9.002069092236267e-05,"[120, 134]",274,1324,1.0,1.0,0.00025677708093493315,True,loss,0.0
bottom,rand_3,RFP,MalT,0.0009847056393544,"[46, 55]",114,1484,1.0,1.0,0.0015785260340041535,True,loss,0.0
bottom,rand_3,RFP,MraZ,0.0030529446087654,"[0, 8]",1567,31,1.0,1.0,0.0034589354928706855,True,gain,0.0
bottom,rand_3,RFP,MraZ,0.0010181019976451,"[44, 52]",91,1507,1.0,1.0,0.001621699983948837,True,loss,0.0
bottom,rand_3,RFP,RelB,0.0019034917711017,"[7, 22]",1555,43,1.0,1.0,0.002511484303185636,True,gain,0.0
top,rand_3,RFP,CsgD,4.611343303402801e-05,"[135, 149]",202,1396,1.0,1.0,0.00014975918447198143,True,loss,0.0
top,rand_3,RFP,GadX,0.0031687696615283,"[22, 44]",334,1264,1.0,1.0,0.003548254830678036,True,loss,0.0
top,rand_3,RFP,MraZ,0.0017646833571202,"[20, 28]",1517,81,1.0,1.0,0.002385786855680377,True,gain,0.0
bottom,rand_3,GFP,CsgD,0.0002979209388724,"[70, 84]",78,1520,1.0,1.0441827173347211,0.0006550214190827809,True,loss,-0.0441827173347211
bottom,rand_3,GFP,Dan,0.0022591885765844,"[111, 122]",115,1483,1.009493670886076,1.0441176470588234,0.002827957289006451,True,loss,-0.0346239761727473
bottom,rand_3,GFP,FadR,0.0016331435602514,"[80, 100]",238,1360,1.0132606978082537,1.04822100834133,0.0022553944694402688,True,loss,-0.0349603105330764
bottom,rand_3,GFP,GadX,0.0024295420855647,"[53, 75]",250,1348,1.015170694284618,1.050233644859813,0.0029639726809291443,True,loss,-0.0350629505751949
bottom,rand_3,GFP,MarA,0.0015818631543229,"[60, 83]",190,1408,1.011267695042214,1.0472470238095235,0.002211022973392504,True,loss,-0.0359793287673095
bottom,rand_3,GFP,MetJ,0.0011260652867181,"[51, 70]",1538,60,1.0426216640502353,1.0060089055360415,0.0017370512761166643,True,gain,-0.0366127585141935
bottom,rand_3,GFP,NarL,1.5258924931380237e-05,"[116, 133]",257,1341,1.0085714285714285,1.0507042253521126,6.061444106177119e-05,True,loss,-0.0421327967806841
bottom,rand_3,GFP,SlyA,2.8252819960526832e-08,"[107, 122]",241,1357,1.005464480874317,1.055344546934346,2.627408271102169e-07,True,loss,-0.0498800660600291
top,rand_4,GFP,ArgP,0.0041209574430083,"[49, 68]",964,2051,1.0,1.0,0.004247226334019696,True,loss,0.0
top,rand_4,GFP,CytR,0.0006049367042193,"[47, 70]",2947,68,1.0,1.0,0.0011057064671333712,True,gain,0.0
top,rand_4,GFP,Fis,0.0028233532988722,"[61, 78]",718,2297,1.0,1.0,0.003285668645858104,True,loss,0.0
top,rand_4,GFP,GadX,0.0010540906570079,"[49, 71]",2895,120,1.0,1.0,0.001661652344279039,True,gain,0.0
top,rand_4,GFP,GadX,0.000306900171431,"[103, 125]",625,2390,1.0,1.0,0.0006702120101233474,True,loss,0.0
top,rand_4,GFP,IHF,0.0021544505916051,"[103, 117]",2957,58,1.0,1.0,0.00272462257434434,True,gain,0.0
top,rand_4,GFP,MarA,1.812277298432373e-05,"[57, 80]",325,2690,1.0,1.0,7.068973197198563e-05,True,loss,0.0
top,rand_4,GFP,MetR,2.365946987705603e-06,"[131, 149]",2961,54,1.0,1.1484848484848484,1.2531293861262805e-05,True,gain,0.1484848484848484
top,rand_4,GFP,Nac,0.0002211600211172,"[58, 75]",302,2713,1.0,1.0,0.0005193150087883481,True,loss,0.0
bottom,rand_4,RFP,AgaR,4.8564261876834445e-05,"[25, 48]",2828,187,1.0491803278688523,1.0,0.0001557222789505007,True,gain,-0.0491803278688522
bottom,rand_4,RFP,ArcA,0.0037699925459594,"[85, 102]",744,2271,1.058559817119634,1.0434782608695652,0.003991938141469684,True,loss,0.0150815562500687
bottom,rand_4,RFP,ArcA,0.0008377244345965,"[126, 143]",644,2371,1.0320288753799391,1.0514285714285714,0.0014061609109558878,True,loss,-0.0193996960486322
bottom,rand_4,RFP,CpxR,0.0001068943081065,"[72, 92]",3000,15,1.046753562176166,3.5945945945945947,0.0002923826930731118,True,gain,2.547841032418429
bottom,rand_4,RFP,CsgD,0.0003415344672302,"[121, 135]",2920,95,1.0458041958041957,1.109090909090909,0.0007284491884622892,True,gain,0.0632867132867132
bottom,rand_4,RFP,Fis,1.7168689398154907e-09,"[4, 21]",2812,203,1.0440529584267724,1.0849056603773584,2.1691173434742053e-08,True,gain,0.0408527019505859
bottom,rand_4,RFP,Fis,0.0021788323782329,"[71, 88]",2787,228,1.044776119402985,1.0674242424242424,0.002750085701570766,True,gain,0.0226481230212574
bottom,rand_4,RFP,Fis,0.0042753084794855,"[82, 99]",2980,35,1.0465119384648254,1.2054794520547945,0.004359468095223404,True,gain,0.158967513589969
bottom,rand_4,RFP,GlrR,0.0036983301808822,"[99, 122]",2955,60,1.0454545454545454,1.098412698412698,0.003946714119688875,True,gain,0.0529581529581526
bottom,rand_4,RFP,Lrp,5.2306187603647146e-05,"[31, 44]",352,2663,1.0643223010244287,1.0444444444444445,0.0001646087799434339,True,loss,0.0198778565799842
bottom,rand_4,RFP,MraZ,0.003800765666307,"[21, 29]",435,2580,1.0170454545454544,1.049743395040716,0.004008136431488245,True,loss,-0.0326979404952616
bottom,rand_4,RFP,NanR,2.8507178903473348e-11,"[34, 41]",2905,110,1.0441176470588234,1.4074468085106382,4.889641944370595e-10,True,gain,0.3633291614518148
bottom,rand_4,RFP,NarL,0.0019099011596259,"[79, 96]",2950,65,1.0462727993655827,1.1165048543689318,0.0025148164735287653,True,gain,0.070232055003349
bottom,rand_4,RFP,OxyR,0.0006203316724354,"[16, 36]",2841,174,1.0489130434782608,1.0,0.0011264834128176617,True,gain,-0.0489130434782607
bottom,rand_4,RFP,PhoB,0.0003570537689085,"[80, 100]",843,2172,1.0555555555555556,1.0433218642477322,0.000752456681426375,True,loss,0.0122336913078233
bottom,rand_4,RFP,UxuR,4.015640094363764e-12,"[67, 88]",2865,150,1.0434782608695652,1.2613636363636362,7.536599887247933e-11,True,gain,0.217885375494071
top,rand_4,RFP,AraC,0.0005434824125478,"[92, 112]",2998,17,1.046875,2.0989010989010985,0.0010214945199555894,True,gain,1.0520260989010983
top,rand_4,RFP,ArgP,0.0003101471138196,"[66, 85]",581,2434,1.0567567567567566,1.0434782608695652,0.0006750260712544235,True,loss,0.0132784958871914
top,rand_4,RFP,CsgD,0.0006405872112626,"[57, 71]",2837,178,1.044776119402985,1.0819026175063329,0.0011521672758125932,True,gain,0.0371264981033476
top,rand_4,RFP,Fis,0.0017636121041208,"[43, 60]",2996,19,1.048,1.0,0.002385786855680377,True,gain,-0.048
top,rand_4,RFP,IclR,0.001419195673259,"[55, 71]",502,2513,1.0582579185520362,1.0444444444444445,0.002044336370267414,True,loss,0.0138134741075917
top,rand_4,RFP,IHF,2.1147516635628736e-09,"[75, 89]",2874,141,1.0441176470588234,1.1875,2.5835881172772843e-08,True,gain,0.1433823529411766
top,rand_4,RFP,Lrp,0.0038072863354274,"[59, 72]",2893,122,1.0454545454545454,1.0741303357132006,0.004010114521657978,True,gain,0.0286757902586551
top,rand_4,RFP,MetR,1.2216906313480704e-31,"[131, 149]",2961,54,1.0441176470588234,3.987165229252311,1.6653572290481592e-29,True,gain,2.943047582193487
top,rand_4,RFP,Nac,0.0035245120829617,"[22, 39]",618,2397,1.032520564042303,1.0499999999999998,0.0038098857658058444,True,loss,-0.0174794359576968
top,rand_4,RFP,NarL,2.459970897435763e-07,"[11, 28]",2994,21,1.0454545454545454,2.159090909090909,1.7219796282050343e-06,True,gain,1.1136363636363638
top,rand_4,RFP,NarL,4.150007896562716e-09,"[17, 34]",2997,18,1.0454545454545454,2.7164778955060287,4.735031036166271e-08,True,gain,1.6710233500514833
top,rand_4,RFP,NarL,8.201848761749424e-09,"[121, 138]",2751,264,1.0428571428571427,1.0944671086180515,8.81443497631992e-08,True,gain,0.051609965760909
top,rand_4,RFP,NsrR,0.0013340699419868,"[58, 73]",643,2372,1.0559006211180124,1.0442810457516338,0.0019521136439241877,True,loss,0.0116195753663785
top,rand_4,RFP,RcsB,8.975616810489067e-07,"[54, 71]",3003,12,1.0466321243523315,3.65,5.331845765863918e-06,True,gain,2.6033678756476686
top,rand_4,RFP,SoxR,5.16458521563534e-06,"[16, 36]",147,2868,1.109090909090909,1.0448179662435484,2.410139767296492e-05,True,loss,0.0642729428473605
top,rand_4,RFP,SoxS,1.2661059538726514e-12,"[67, 89]",2954,61,1.044776119402985,2.6153846153846154,2.542026682581525e-11,True,gain,1.5706084959816304
top,rand_4,RFP,TorR,0.0030303134704443,"[45, 58]",2957,58,1.0454545454545454,1.1543560606060606,0.0034393128345533465,True,gain,0.1089015151515151
bottom,rand_4,GFP,ArcA,0.0002234064624754,"[126, 143]",644,2371,1.0,1.0,0.0005236404867070462,True,loss,0.0
bottom,rand_4,GFP,Fis,0.0004072805351584,"[111, 128]",2985,30,1.0,1.0890269151138714,0.0008338787241583051,True,gain,0.0890269151138714
bottom,rand_4,GFP,GadX,0.0034088897508645,"[69, 91]",2803,212,1.0,1.0,0.0037253267741515,True,gain,0.0
bottom,rand_4,GFP,MraZ,0.0022755160869623,"[1, 9]",263,2752,1.0,1.0,0.002836182225809604,True,loss,0.0
bottom,rand_4,GFP,MraZ,0.0029345387104436,"[21, 29]",435,2580,1.0,1.0,0.0033704901374939796,True,loss,0.0
bottom,rand_4,GFP,NrdR,0.0030442550079457,"[25, 44]",469,2546,1.0,1.0,0.0034521105387825585,True,loss,0.0
bottom,rand_4,GFP,PhoP,0.004408028374454,"[29, 47]",446,2569,1.0,1.0,0.004450991613971096,True,loss,0.0
bottom,rand_4,GFP,RcsB,0.0041183798597069,"[82, 99]",2958,57,1.0,1.0,0.004246259489108627,True,gain,0.0
bottom,rand_4,GFP,SoxS,6.426916644620104e-05,"[68, 90]",324,2691,1.0,1.0,0.00019560181092322055,True,loss,0.0
top,rand_5,GFP,CpxR,0.0003684564057898,"[22, 42]",381,1118,1.0,1.0,0.0007708417536313264,True,loss,0.0
top,rand_5,GFP,CytR,0.000834855356151,"[49, 72]",502,997,1.0,1.0,0.0014040749171630453,True,loss,0.0
top,rand_5,GFP,CytR,0.0025485393829639,"[66, 89]",1424,75,1.0,1.0,0.003060137692107789,True,gain,0.0
top,rand_5,GFP,Fis,0.0031897909272149,"[24, 41]",348,1151,1.0,1.0,0.0035611364190093245,True,loss,0.0
top,rand_5,GFP,Fis,0.0018288593320324,"[61, 78]",298,1201,1.0,1.0,0.0024416214793628434,True,loss,0.0
top,rand_5,GFP,IclR,0.0044885359201272,"[18, 34]",338,1161,1.0,1.0,0.004518192006657384,True,loss,0.0
top,rand_5,GFP,Lrp,0.0026441089927435,"[20, 33]",232,1267,1.0,1.0,0.0031471701705908382,True,loss,0.0
top,rand_5,GFP,Nac,0.0026018603323534,"[20, 37]",334,1165,1.0,1.0,0.0031097453903070173,True,loss,0.0
top,rand_5,GFP,RhaS,0.0037624091728149,"[67, 87]",385,1114,1.0,1.0,0.003988800555706341,True,loss,0.0
bottom,rand_5,RFP,CytR,0.0008524024489409,"[112, 135]",173,1326,1.0167597765363128,1.0,0.0014270938576358468,True,loss,0.0167597765363127
bottom,rand_5,RFP,IclR,0.0029200317177331,"[19, 35]",1441,58,1.0,1.022474747474747,0.003355315948947972,True,gain,0.0224747474747473
top,rand_5,RFP,CsgD,0.0037400217085882,"[126, 140]",1489,10,1.0,1.0515625,0.003973197795423888,True,gain,0.0515624999999999
top,rand_5,RFP,MraZ,0.0034334699440041,"[117, 125]",1477,22,1.0,1.039183714355675,0.0037395656665141375,True,gain,0.039183714355675
bottom,rand_5,GFP,MraZ,0.0001076442234211,"[74, 82]",238,1261,1.0,1.0,0.0002934721459585779,True,loss,0.0
top,rand_6,GFP,Dan,9.34813521947894e-05,"[2, 13]",232,1516,1.0,1.0521778584392014,0.0002640313000921533,True,loss,-0.0521778584392014
top,rand_6,GFP,Lrp,1.1712602712482112e-05,"[66, 79]",195,1553,1.0,1.0517241379310345,4.845949045579659e-05,True,loss,-0.0517241379310344
top,rand_6,GFP,Nac,0.0002635040460839,"[66, 83]",219,1529,1.0,1.0508474576271185,0.0005965694749626757,True,loss,-0.0508474576271185
top,rand_6,GFP,PutA,0.0027952204772248,"[109, 115]",151,1597,1.0098684210526314,1.0416666666666663,0.003262347806586283,True,loss,-0.0317982456140348
top,rand_6,GFP,RcdA,0.0023768372595423,"[106, 120]",281,1467,1.0109890109890107,1.0448877805486283,0.0029179303259963913,True,loss,-0.0338987695596175
bottom,rand_6,RFP,CsgD,0.0028420060351775,"[127, 141]",199,1549,1.0,1.0,0.0033022860615117655,True,loss,0.0
bottom,rand_6,RFP,CytR,0.002508828697036,"[30, 53]",225,1523,1.0,1.0,0.0030264864114220957,True,loss,0.0
bottom,rand_6,RFP,QseB,7.17989014009635e-05,"[125, 141]",335,1413,1.0,1.0,0.0002147334349058839,True,loss,0.0
top,rand_6,RFP,ArcA,1.5937730773896637e-06,"[103, 120]",332,1416,1.0,1.0,8.76406002216397e-06,True,loss,0.0
top,rand_6,RFP,ArgP,0.0009682047160082,"[46, 65]",269,1479,1.0,1.0,0.0015633729516591258,True,loss,0.0
top,rand_6,RFP,CsgD,1.5082497910678664e-07,"[105, 119]",289,1459,1.0,1.0,1.125754166820108e-06,True,loss,0.0
top,rand_6,RFP,Dan,1.6633348499978033e-05,"[2, 13]",232,1516,1.0,1.0,6.537234084209879e-05,True,loss,0.0
top,rand_6,RFP,Lrp,2.656304054959461e-05,"[43, 56]",1715,33,1.0,1.0666666666666669,9.437349111584367e-05,True,gain,0.0666666666666668
top,rand_6,RFP,Lrp,0.0040039718737607,"[46, 59]",1731,17,1.0,1.0299251870324189,0.00416644722902379,True,gain,0.0299251870324188
top,rand_6,RFP,Lrp,3.979564488384634e-08,"[134, 147]",235,1513,1.0,1.0,3.578844453095904e-07,True,loss,0.0
top,rand_6,RFP,MraZ,7.25807808773917e-05,"[107, 115]",1665,83,1.0,1.0,0.00021657168487608814,True,gain,0.0
top,rand_6,RFP,NanR,0.0027997097400204,"[101, 108]",1724,24,1.0,1.0,0.0032648573735492284,True,gain,0.0
top,rand_6,RFP,RcdA,0.0002105754038266,"[106, 120]",281,1467,1.0,1.0,0.000499441662922064,True,loss,0.0
top,rand_6,RFP,SoxS,0.0027841977269602,"[44, 66]",1719,29,1.0,1.0284360189573456,0.0032511596541149315,True,gain,0.0284360189573456
bottom,rand_6,GFP,CsgD,0.0001070003808493,"[127, 141]",199,1549,1.0,1.048780487804878,0.0002923826930731118,True,loss,-0.048780487804878
bottom,rand_6,GFP,GadX,0.0002314558174198,"[44, 66]",1736,12,1.036042546389418,1.414285714285714,0.000539577468152369,True,gain,0.3782431678962961
bottom,rand_6,GFP,GadX,3.068603558636841e-06,"[119, 141]",328,1420,1.0,1.0546126357997756,1.5737986568058254e-05,True,loss,-0.0546126357997756
bottom,rand_6,GFP,Lrp,9.419043241585806e-06,"[29, 42]",1709,39,1.0410958904109588,1.0,4.0591217962907215e-05,True,gain,-0.0410958904109588
bottom,rand_6,GFP,QseB,0.0017842897255576,"[125, 141]",335,1413,1.014354066985646,1.0508474576271185,0.0024043144423070524,True,loss,-0.0364933906414726
bottom,rand_6,GFP,RelB,0.0027368345926643,"[6, 21]",1698,50,1.035396922286118,1.2169590643274852,0.003214670883458248,True,gain,0.1815621420413671
top,rand_7,GFP,AcrR,7.609646706712937e-05,"[131, 145]",2188,83,1.0142632177759023,1.25,0.00022447591082444768,True,gain,0.2357367822240976
top,rand_7,GFP,ArcA,1.5782261405375303e-08,"[114, 131]",337,1934,1.0,1.0242495923694832,1.5721560399970014e-07,True,loss,-0.0242495923694832
top,rand_7,GFP,ArgP,9.086307227280502e-06,"[122, 141]",2235,36,1.0181268882175225,1.0,3.928803959708932e-05,True,gain,-0.0181268882175225
top,rand_7,GFP,Dan,0.0026944426672582,"[83, 94]",2232,39,1.0172413793103448,1.0,0.0031786087907933304,True,gain,-0.0172413793103447
top,rand_7,GFP,Fis,1.783374520587387e-07,"[40, 57]",2233,38,1.0184615384615383,1.0,1.3121988660003784e-06,True,gain,-0.0184615384615383
top,rand_7,GFP,Fis,0.0002647041196348,"[114, 131]",2241,30,1.015151515151515,1.37011338635979,0.0005987630304402899,True,gain,0.3549618712082751
top,rand_7,GFP,Fis,2.0059174952199685e-05,"[130, 147]",2222,49,1.0182658980964912,1.0,7.64378155152965e-05,True,gain,-0.0182658980964911
top,rand_7,GFP,IHF,0.0004356585092517,"[124, 138]",2239,32,1.015151515151515,1.3907563025210083,0.0008765826897918858,True,gain,0.3756047873694934
top,rand_7,GFP,Lrp,0.000976119085979,"[4, 17]",359,1912,1.0,1.0217938727483244,0.0015693038067570513,True,loss,-0.0217938727483244
top,rand_7,GFP,Lrp,0.0004500831234211,"[134, 147]",2252,19,1.017047655947307,1.0,0.0008968399832188893,True,gain,-0.0170476559473069
top,rand_7,GFP,NarL,1.87500530570524e-05,"[59, 76]",136,2135,1.0,1.0202702702702702,7.280755235047333e-05,True,loss,-0.0202702702702701
top,rand_7,GFP,NarL,0.0002035631195262,"[107, 124]",437,1834,1.0,1.0225720323791911,0.00048682223413929637,True,loss,-0.0225720323791911
top,rand_7,GFP,OmpR,0.0023960988742942,"[118, 140]",635,1636,1.0,1.0237154150197627,0.002933222028246425,True,loss,-0.0237154150197627
bottom,rand_7,RFP,Fis,0.0035204372805757,"[132, 149]",2211,60,1.0,1.0,0.003807069961040109,True,gain,0.0
bottom,rand_7,RFP,OxyR,0.0006127389734876,"[93, 113]",2261,10,1.0,1.028858782055713,0.0011160294946082167,True,gain,0.0288587820557126
top,rand_7,RFP,AcrR,0.0030762930717242,"[135, 149]",386,1885,1.0,1.0,0.003480820906843896,True,loss,0.0
top,rand_7,RFP,ArcA,5.372999384950552e-05,"[114, 131]",337,1934,1.0,1.0,0.00016847540444336475,True,loss,0.0
top,rand_7,RFP,Lrp,0.0001010860284165,"[1, 14]",391,1880,1.0,1.0,0.0002800137043836738,True,loss,0.0
top,rand_7,RFP,Lrp,0.0020019291131775,"[4, 17]",359,1912,1.0,1.0,0.002598995690791842,True,loss,0.0
top,rand_7,RFP,Lrp,0.0026576257363301,"[128, 141]",442,1829,1.0,1.0,0.003157454429860073,True,loss,0.0
top,rand_7,RFP,NarL,0.0009074457765776,"[107, 124]",437,1834,1.0,1.0,0.0014912973104923755,True,loss,0.0
top,rand_7,RFP,NarL,0.0033741016712208,"[123, 140]",458,1813,1.0,1.0,0.003696668074645462,True,loss,0.0
top,rand_7,RFP,OmpR,3.7937591511151234e-06,"[118, 140]",635,1636,1.0,1.0,1.857435954893794e-05,True,loss,0.0
bottom,rand_7,GFP,CsgD,0.0005132972909339,"[7, 21]",2145,126,1.0184049079754598,1.0,0.0009822422980617584,True,gain,-0.0184049079754597
bottom,rand_7,GFP,CsgD,0.0035749806944123,"[91, 105]",2221,50,1.0172413793103448,1.0,0.003851580698222902,True,gain,-0.0172413793103447
bottom,rand_7,GFP,RcdA,0.0026279008534074,"[53, 67]",2194,77,1.0178309635255671,1.0,0.003136526825034639,True,gain,-0.0178309635255673
bottom,rand_7,GFP,TorR,8.210889625985989e-05,"[125, 138]",2189,82,1.014308426073132,1.2071428571428569,0.00023894611383487317,True,gain,0.1928344310697247
top,rand_8,GFP,ArgP,0.0008976229268532,"[83, 102]",146,1341,1.0,1.005836575875486,0.0014798493829088401,True,loss,-0.0058365758754859
top,rand_8,GFP,Fis,0.0002130676590978,"[3, 20]",323,1164,1.0,1.0086621831925298,0.0005044289187050293,True,loss,-0.0086621831925297
top,rand_8,GFP,Fis,0.0025242334110826,"[50, 67]",176,1311,1.0,1.0050293378038555,0.0030408207138157835,True,loss,-0.0050293378038555
top,rand_8,GFP,Fis,0.0023898077544197,"[85, 102]",116,1371,1.0,1.0048939641109298,0.0029279101626996326,True,loss,-0.0048939641109297
top,rand_8,GFP,IclR,0.0002548653136372,"[43, 59]",110,1377,1.0,1.0050293378038555,0.0005812466498924885,True,loss,-0.0050293378038555
top,rand_8,GFP,Lrp,0.0001659310059069,"[4, 17]",1438,49,1.0042265594615405,1.0,0.00041683928738978754,True,gain,-0.0042265594615402
top,rand_8,GFP,Lrp,0.0074990261935215,"[7, 20]",55,1432,1.09375,1.0,0.0074990261935215,True,loss,0.09375
top,rand_8,GFP,OmpR,0.0005952710988272,"[115, 137]",1475,12,1.0,1.2581065839560128,0.0010957726694829054,True,gain,0.2581065839560128
top,rand_8,GFP,PhoB,0.0012363329763348,"[47, 67]",146,1341,1.0,1.0048939641109298,0.0018442086035503034,True,loss,-0.0048939641109297
top,rand_8,GFP,RcdA,0.0006149411954367,"[107, 121]",1462,25,1.0026246719160103,1.0,0.0011192534758826794,True,gain,-0.0026246719160103
top,rand_8,GFP,RcsB,2.843771163868169e-08,"[0, 17]",1430,57,1.0058337398327866,1.0,2.630488326578056e-07,True,gain,-0.0058337398327865
top,rand_8,GFP,SoxR,0.0005385164561326,"[0, 20]",1438,49,1.0039821933156228,1.0,0.001015830654978623,True,gain,-0.0039821933156227
bottom,rand_8,RFP,ArcA,0.0010122778684944,"[107, 124]",251,1236,1.0,1.0,0.0016154033760939594,True,loss,0.0
bottom,rand_8,RFP,GadX,0.0018806835804952,"[97, 119]",297,1190,1.0,1.0,0.00248899870898445,True,loss,0.0
